Year_Month,USAGE_GB,Billing_Account_Id,Churn_Flag,Churn_Sub_Category
202504,651,100008548980,EARLY CHURN,CMP
202505,435,100007003433,CORE CHURN,CMP
202503,582,100008383426,EARLY CHURN,CMP
202412,14,100006999550,CORE CHURN,CMP
202503,675,100004233934,CORE CHURN,CMP
202502,412,100008371937,EARLY CHURN,CMP
202505,462,100008728544,EARLY CHURN,CMP
202502,8,1995617244,CORE CHURN,OCR
202505,441,100008843927,EARLY CHURN,OCR
202505,419,100008713293,EARLY CHURN,CMP
202504,443,100008489447,EARLY CHURN,CMP
202504,507,100005562808,CORE CHURN,OCR
202412,605,100006671398,CORE CHURN,CMP
202502,660,100007631166,CORE CHURN,CMP
202504,657,1992334487,CORE CHURN,OCR
202505,34,100004854802,CORE CHURN,CMP
202504,22,2107265793,CORE CHURN,CMP
202504,0,100008951720,EARLY CHURN,OCR
202503,18,100006945280,CORE CHURN,CMP
202504,521,100008723289,EARLY CHURN,OCR
202502,453,100008140721,CORE CHURN,CMP
202505,531,100008725854,EARLY CHURN,CMP
202504,16,100008263454,CORE CHURN,CMP
202505,0,100008777926,EARLY CHURN,CMP
202504,406,100008566540,EARLY CHURN,CMP
202504,1,100000813742,EARLY CHURN,OCR
202503,46,100006133341,CORE CHURN,CMP
202504,43,100007284944,CORE CHURN,CMP
202504,20,100008678331,EARLY CHURN,CMP
202504,499,100002333756,CORE CHURN,CMP
202503,2,100008908395,EARLY CHURN,OCR
202504,461,100008195017,CORE CHURN,OCR
202505,483,100007446866,CORE CHURN,CMP
202505,38,100008393548,CORE CHURN,OCR
202505,602,100008213109,CORE CHURN,CMP
202505,572,100008703022,EARLY CHURN,OCR
202505,547,100004468383,CORE CHURN,CMP
202504,436,100003417310,CORE CHURN,OCR
202504,572,100008848437,EARLY CHURN,OCR
202502,406,100005151266,CORE CHURN,OCR
202501,479,100007749615,CORE CHURN,CMP
202501,39,100004827802,CORE CHURN,OCR
202503,47,100008458380,EARLY CHURN,CMP
202505,0,100004614886,CORE CHURN,OCR
202504,2,100006556269,CORE CHURN,CMP
202503,40,100008510589,EARLY CHURN,CMP
202503,3,100008040206,CORE CHURN,CMP
202412,603,100007734582,CORE CHURN,CMP
202504,417,100001171690,CORE CHURN,CMP
202505,0,100009014093,EARLY CHURN,OCR
202504,477,100007735598,CORE CHURN,CMP
202501,601,2107156771,CORE CHURN,OCR
202412,0,2101622428,EARLY CHURN,OCR
202502,513,100000928078,CORE CHURN,CMP
202505,4,100008804916,EARLY CHURN,CMP
202504,0,L1543584108,EARLY CHURN,OCR
202505,488,100005897285,CORE CHURN,OCR
202503,556,100005467340,CORE CHURN,OCR
202502,21,100000918322,CORE CHURN,OCR
202502,50,100006218794,CORE CHURN,CMP
202503,699,100008343229,EARLY CHURN,CMP
202505,8,100008779217,EARLY CHURN,CMP
202505,9,100008630452,EARLY CHURN,CMP
202505,19,100008508225,EARLY CHURN,OCR
202502,47,100006636824,CORE CHURN,CMP
202505,4,2105894701,EARLY CHURN,OCR
202505,422,100007765025,CORE CHURN,CMP
202503,30,100008422327,EARLY CHURN,CMP
202505,0,1533531901,EARLY CHURN,CMP
202501,30,100008462303,EARLY CHURN,OCR
202503,2,100007921592,CORE CHURN,CMP
202504,413,100008655007,EARLY CHURN,OCR
202504,424,100006099593,CORE CHURN,OCR
202504,472,100008163283,CORE CHURN,CMP
202504,412,100006523174,CORE CHURN,CMP
202505,2,100007384685,CORE CHURN,CMP
202501,404,100004947703,CORE CHURN,CMP
202505,582,100008601333,EARLY CHURN,CMP
202505,7,100008582912,EARLY CHURN,CMP
202504,2,100008403245,EARLY CHURN,CMP
202504,472,100008677199,EARLY CHURN,OCR
202503,8,100008494688,EARLY CHURN,CMP
202503,10,100008013773,CORE CHURN,CMP
202502,403,100006688811,CORE CHURN,OCR
202412,423,100007778108,CORE CHURN,CMP
202504,2,100008619619,EARLY CHURN,CMP
202502,425,100007858156,CORE CHURN,CMP
202505,47,100006953207,CORE CHURN,CMP
202502,15,100008290098,EARLY CHURN,CMP
202505,662,100008673347,EARLY CHURN,OCR
202504,0,100009018851,EARLY CHURN,OCR
202503,402,100008419232,EARLY CHURN,CMP
202504,441,100008318399,CORE CHURN,CMP
202503,33,2106230591,CORE CHURN,CMP
202505,694,100007759352,CORE CHURN,OCR
202504,1,2107459815,EARLY CHURN,OCR
202504,539,100005155014,CORE CHURN,CMP
202505,468,100000762528,CORE CHURN,CMP
202505,22,100008639098,EARLY CHURN,CMP
202412,12,100006108935,CORE CHURN,OCR
202504,492,100008598033,EARLY CHURN,CMP
202504,36,100008698204,EARLY CHURN,CMP
202412,476,100007329423,CORE CHURN,CMP
202505,495,100004498276,CORE CHURN,CMP
202505,1,100008775367,EARLY CHURN,CMP
202505,7,100008557653,EARLY CHURN,OCR
202504,11,100008615603,EARLY CHURN,CMP
202505,496,100004205914,CORE CHURN,OCR
202501,541,100003030415,CORE CHURN,CMP
202503,2,1946792486,EARLY CHURN,CMP
202502,543,100006806969,CORE CHURN,CMP
202504,437,100003297250,CORE CHURN,OCR
202412,435,100004622665,CORE CHURN,CMP
202412,21,100008201091,EARLY CHURN,CMP
202504,18,100008052280,CORE CHURN,OCR
202504,22,100008402642,EARLY CHURN,CMP
202501,533,100005381039,CORE CHURN,CMP
202412,10,100008170887,EARLY CHURN,CMP
202412,482,100007633943,CORE CHURN,CMP
202505,25,100007530678,CORE CHURN,CMP
202503,478,100007979841,CORE CHURN,CMP
202412,23,100005116521,CORE CHURN,CMP
202505,0,1214921732,EARLY CHURN,OCR
202501,421,100008063465,EARLY CHURN,OCR
202504,1,100008713514,EARLY CHURN,CMP
202505,421,100003569970,CORE CHURN,CMP
202503,22,100008435675,EARLY CHURN,CMP
202504,0,1512851167,EARLY CHURN,OCR
202502,40,100003097672,CORE CHURN,OCR
202504,37,100008607223,EARLY CHURN,CMP
202412,406,100006478821,CORE CHURN,OCR
202505,615,100007170835,CORE CHURN,CMP
202505,26,100008796748,EARLY CHURN,CMP
202501,581,100007097873,CORE CHURN,CMP
202505,6,100008576855,EARLY CHURN,CMP
202502,510,100007446848,CORE CHURN,CMP
202501,480,100006159796,CORE CHURN,CMP
202503,474,100001821770,CORE CHURN,OCR
202503,447,100008819598,EARLY CHURN,OCR
202502,474,100005491204,CORE CHURN,CMP
202504,15,100008513825,EARLY CHURN,CMP
202504,9,2100607291,EARLY CHURN,OCR
202505,0,100008831612,EARLY CHURN,CMP
202502,35,100006335974,CORE CHURN,OCR
202505,28,100007442930,CORE CHURN,CMP
202503,407,2103212124,CORE CHURN,OCR
202505,521,100008584666,EARLY CHURN,OCR
202504,4,100008558461,EARLY CHURN,CMP
202505,672,100008360631,CORE CHURN,CMP
202503,40,100008487056,EARLY CHURN,CMP
202504,40,100008598102,EARLY CHURN,CMP
202412,37,100006816288,CORE CHURN,CMP
202412,407,100004334105,CORE CHURN,OCR
202503,487,100000843446,CORE CHURN,OCR
202504,34,2105967084,CORE CHURN,CMP
202504,38,100008795010,EARLY CHURN,OCR
202503,413,100006988549,CORE CHURN,CMP
202503,38,100008519437,EARLY CHURN,CMP
202504,34,100007470746,CORE CHURN,OCR
202412,0,100008227986,EARLY CHURN,CMP
202505,452,100008719103,EARLY CHURN,CMP
202503,452,100008354568,EARLY CHURN,CMP
202504,4,100008679148,EARLY CHURN,CMP
202502,404,100007368738,CORE CHURN,CMP
202412,677,100003200987,CORE CHURN,CMP
202504,5,100008713807,EARLY CHURN,CMP
202504,28,100005104597,CORE CHURN,OCR
202504,15,100002551692,EARLY CHURN,CMP
202503,27,100004758788,CORE CHURN,OCR
202501,0,100008228589,EARLY CHURN,CMP
202505,554,100006081433,CORE CHURN,OCR
202501,33,1572701878,EARLY CHURN,OCR
202504,23,1673450289,CORE CHURN,CMP
202412,0,1214592423,EARLY CHURN,OCR
202502,402,1554211844,CORE CHURN,OCR
202501,6,100006301860,EARLY CHURN,CMP
202502,26,100001129897,EARLY CHURN,OCR
202504,1,L1412625525,EARLY CHURN,CMP
202504,46,100008631226,EARLY CHURN,CMP
202505,500,100007367210,CORE CHURN,CMP
202504,22,100008649341,EARLY CHURN,CMP
202502,414,2101313106,CORE CHURN,OCR
202502,666,100008193272,EARLY CHURN,CMP
202501,530,100008243569,EARLY CHURN,CMP
202504,0,100000186057,CORE CHURN,CMP
202505,20,1215881274,EARLY CHURN,OCR
202501,1,2106584509,CORE CHURN,OCR
202503,12,1553865099,EARLY CHURN,CMP
202502,465,100007500661,CORE CHURN,OCR
202503,4,100008487482,EARLY CHURN,CMP
202502,441,100008257883,EARLY CHURN,CMP
202504,428,100008568181,EARLY CHURN,CMP
202505,11,100008579893,EARLY CHURN,CMP
202504,11,100008495669,EARLY CHURN,CMP
202502,473,100008516904,EARLY CHURN,OCR
202505,29,100004348333,CORE CHURN,OCR
202504,662,100006848555,CORE CHURN,CMP
202504,13,100008429465,EARLY CHURN,CMP
202503,492,100001910277,CORE CHURN,OCR
202504,503,100008523808,EARLY CHURN,CMP
202503,42,100008592952,EARLY CHURN,OCR
202502,591,100004148909,CORE CHURN,OCR
202503,542,100006063103,EARLY CHURN,CMP
202502,412,100007312210,CORE CHURN,CMP
202502,668,100002619536,CORE CHURN,OCR
202412,0,100007758402,CORE CHURN,OCR
202503,12,100008583580,EARLY CHURN,CMP
202501,7,100007517505,CORE CHURN,CMP
202503,16,100008466189,EARLY CHURN,CMP
202501,528,100004770400,CORE CHURN,OCR
202505,668,100008159977,CORE CHURN,OCR
202503,579,100007706252,CORE CHURN,CMP
202503,24,2101300229,CORE CHURN,CMP
202501,474,100006445756,CORE CHURN,OCR
202502,1,100007747867,CORE CHURN,CMP
202502,21,100006249360,CORE CHURN,OCR
202502,440,100005116402,CORE CHURN,CMP
202505,14,100005390143,CORE CHURN,CMP
202504,504,100006084433,CORE CHURN,CMP
202412,17,1553885571,EARLY CHURN,CMP
202412,35,1685572263,CORE CHURN,OCR
202502,484,2101867447,CORE CHURN,OCR
202505,4,100008169087,CORE CHURN,OCR
202503,451,100006600679,CORE CHURN,CMP
202412,425,100004130230,CORE CHURN,OCR
202502,46,100008111697,CORE CHURN,CMP
202505,464,100008561189,EARLY CHURN,CMP
202502,16,100008807501,EARLY CHURN,OCR
202504,537,1812830886,CORE CHURN,CMP
202504,519,100005225610,CORE CHURN,CMP
202505,0,100002736719,EARLY CHURN,CMP
202504,34,100008517282,EARLY CHURN,CMP
202505,33,100004987666,CORE CHURN,CMP
202504,47,100008468323,EARLY CHURN,CMP
202412,639,100005676742,CORE CHURN,CMP
202504,18,100008649808,EARLY CHURN,CMP
202504,489,100006059642,CORE CHURN,CMP
202412,20,100008035189,EARLY CHURN,CMP
202503,1,100008552297,EARLY CHURN,CMP
202505,580,100006601515,CORE CHURN,CMP
202504,473,100008528797,EARLY CHURN,CMP
202503,620,100006057295,CORE CHURN,CMP
202504,9,100008692407,EARLY CHURN,CMP
202503,12,100005778719,CORE CHURN,CMP
202503,44,100006861104,CORE CHURN,CMP
202501,7,100005745617,CORE CHURN,OCR
202504,6,100007968034,EARLY CHURN,CMP
202505,483,100008500266,EARLY CHURN,CMP
202505,574,100008699474,EARLY CHURN,CMP
202504,5,100007336595,EARLY CHURN,CMP
202503,1,100008536606,EARLY CHURN,CMP
202505,9,100008824997,EARLY CHURN,CMP
202504,1,100008633955,EARLY CHURN,CMP
202504,495,100008563979,EARLY CHURN,OCR
202505,646,100007897822,CORE CHURN,CMP
202502,50,2106776056,CORE CHURN,OCR
202504,21,100008617559,EARLY CHURN,CMP
202504,651,100007668643,CORE CHURN,CMP
202502,9,100005490381,CORE CHURN,CMP
202504,48,100008591380,EARLY CHURN,CMP
202504,3,100008016895,CORE CHURN,CMP
202504,657,100006332746,CORE CHURN,CMP
202504,446,100007347369,CORE CHURN,CMP
202504,582,100008018580,CORE CHURN,OCR
202504,405,100008446262,EARLY CHURN,CMP
202505,0,100009022835,EARLY CHURN,OCR
202504,449,100008649405,EARLY CHURN,OCR
202502,411,100007649063,CORE CHURN,CMP
202503,608,100008372151,EARLY CHURN,CMP
202503,0,100008592321,EARLY CHURN,CMP
202412,681,100003081638,CORE CHURN,CMP
202503,631,100004506408,CORE CHURN,CMP
202501,33,100008157586,EARLY CHURN,CMP
202503,1,100007255644,EARLY CHURN,CMP
202505,475,100008510655,EARLY CHURN,OCR
202505,48,100008725880,EARLY CHURN,CMP
202505,10,100008707846,EARLY CHURN,CMP
202505,21,100005527431,EARLY CHURN,CMP
202505,513,100008370358,CORE CHURN,CMP
202505,28,100008757858,EARLY CHURN,CMP
202504,20,100009019144,EARLY CHURN,OCR
202412,508,100007002446,CORE CHURN,CMP
202505,453,100004584574,CORE CHURN,OCR
202501,0,2107228513,CORE CHURN,CMP
202505,1,100008774716,EARLY CHURN,CMP
202505,500,100006802286,CORE CHURN,OCR
202505,544,100008133324,CORE CHURN,CMP
202412,570,100008131355,EARLY CHURN,CMP
202504,5,100008608705,EARLY CHURN,CMP
202505,0,1216652187,EARLY CHURN,OCR
202502,33,100006954858,CORE CHURN,CMP
202505,41,100008528588,EARLY CHURN,CMP
202503,17,2107406737,EARLY CHURN,OCR
202504,520,100008385341,EARLY CHURN,CMP
202504,560,100006584126,EARLY CHURN,CMP
202503,403,100005898608,CORE CHURN,CMP
202502,430,100008098074,CORE CHURN,CMP
202503,402,100007782852,CORE CHURN,CMP
202502,0,100007713803,CORE CHURN,CMP
202505,622,100008023535,CORE CHURN,CMP
202502,7,1418862044,CORE CHURN,CMP
202504,13,100005815150,CORE CHURN,CMP
202501,501,100008385515,EARLY CHURN,OCR
202504,3,100008996881,EARLY CHURN,OCR
202504,0,100008003189,EARLY CHURN,CMP
202501,1,100004606418,CORE CHURN,CMP
202504,49,100008804885,EARLY CHURN,OCR
202504,9,100007828680,CORE CHURN,CMP
202501,26,100006934507,CORE CHURN,CMP
202505,414,100008149477,CORE CHURN,OCR
202412,14,1946730333,CORE CHURN,OCR
202505,1,100008824416,EARLY CHURN,CMP
202505,1,100008787649,EARLY CHURN,CMP
202502,5,100008821574,EARLY CHURN,OCR
202504,654,100008400527,EARLY CHURN,CMP
202505,524,100008673182,EARLY CHURN,CMP
202501,568,100002334606,CORE CHURN,CMP
202504,401,100006556469,CORE CHURN,OCR
202502,28,100004265829,CORE CHURN,CMP
202501,38,100003430569,CORE CHURN,OCR
202503,584,100008161366,CORE CHURN,CMP
202505,38,100008753543,EARLY CHURN,CMP
202503,441,100008298405,EARLY CHURN,CMP
202503,472,100007985585,CORE CHURN,CMP
202502,565,100008031633,CORE CHURN,OCR
202502,632,100007329688,CORE CHURN,CMP
202505,35,2100088368,CORE CHURN,OCR
202503,602,100004605456,CORE CHURN,CMP
202502,8,100007555692,CORE CHURN,OCR
202505,1,100008770715,EARLY CHURN,CMP
202504,15,100008666032,EARLY CHURN,CMP
202504,644,100007558444,CORE CHURN,CMP
202503,0,100008070670,CORE CHURN,OCR
202504,415,100007576980,CORE CHURN,CMP
202504,0,100008656394,EARLY CHURN,OCR
202504,481,100001118151,CORE CHURN,CMP
202505,565,100008709266,EARLY CHURN,CMP
202503,417,100004008328,CORE CHURN,OCR
202502,12,100004948071,CORE CHURN,OCR
202502,548,100008697439,EARLY CHURN,OCR
202504,504,100008636073,EARLY CHURN,OCR
202503,444,100008504440,EARLY CHURN,OCR
202504,421,100004662504,CORE CHURN,CMP
202412,7,100007238680,CORE CHURN,CMP
202412,13,100006265837,CORE CHURN,CMP
202504,492,100008631531,EARLY CHURN,CMP
202412,525,100006848060,CORE CHURN,CMP
202503,563,100002635754,CORE CHURN,CMP
202503,583,100008015148,CORE CHURN,CMP
202412,14,1715631552,EARLY CHURN,OCR
202503,32,100007409624,EARLY CHURN,CMP
202504,571,100008797129,EARLY CHURN,OCR
202501,691,100007080623,CORE CHURN,CMP
202502,585,100003945297,CORE CHURN,OCR
202501,524,100007557562,CORE CHURN,CMP
202504,32,100006763231,EARLY CHURN,CMP
202502,48,100007377736,EARLY CHURN,CMP
202412,31,100007668195,CORE CHURN,CMP
202503,40,100008314511,EARLY CHURN,CMP
202504,21,100008874759,EARLY CHURN,OCR
202503,5,100006708955,CORE CHURN,CMP
202504,40,100008198395,CORE CHURN,CMP
202502,405,100002842882,CORE CHURN,OCR
202412,471,100007872628,CORE CHURN,CMP
202505,690,L2104448424,CORE CHURN,OCR
202412,579,100006876404,CORE CHURN,OCR
202505,453,100006435413,CORE CHURN,OCR
202501,0,1533514891,EARLY CHURN,OCR
202505,497,100008721813,EARLY CHURN,CMP
202504,28,100008637131,EARLY CHURN,CMP
202504,445,100001851201,CORE CHURN,OCR
202502,422,100008271891,EARLY CHURN,CMP
202502,492,100008135639,CORE CHURN,CMP
202505,0,100000805480,CORE CHURN,OCR
202505,487,100007895868,CORE CHURN,CMP
202505,32,100008745844,EARLY CHURN,CMP
202505,42,100006705051,CORE CHURN,CMP
202505,523,100003972247,CORE CHURN,OCR
202504,482,100006379015,CORE CHURN,OCR
202505,41,100008973432,EARLY CHURN,OCR
202501,458,100007086509,CORE CHURN,OCR
202505,1,100009036991,EARLY CHURN,OCR
202505,552,100008652593,EARLY CHURN,CMP
202412,519,100008007224,EARLY CHURN,CMP
202505,485,100004917974,CORE CHURN,OCR
202505,464,100005561987,CORE CHURN,OCR
202505,543,100008551031,EARLY CHURN,CMP
202504,8,100008594232,EARLY CHURN,CMP
202412,484,100006738088,CORE CHURN,CMP
202501,478,100006617199,CORE CHURN,CMP
202412,437,100006208656,CORE CHURN,CMP
202503,15,100008462346,EARLY CHURN,OCR
202503,35,100008535492,EARLY CHURN,CMP
202505,564,100008626967,EARLY CHURN,OCR
202503,8,100008479974,EARLY CHURN,CMP
202502,9,100007899639,CORE CHURN,CMP
202504,404,100007630883,CORE CHURN,CMP
202503,1,100008492661,EARLY CHURN,CMP
202504,534,100007872844,CORE CHURN,CMP
202504,20,1515681357,EARLY CHURN,CMP
202503,10,100004296217,CORE CHURN,CMP
202505,8,100000639502,CORE CHURN,CMP
202503,20,100008587480,EARLY CHURN,CMP
202504,663,100008861545,EARLY CHURN,OCR
202504,2,100008593037,EARLY CHURN,OCR
202502,589,100006900993,EARLY CHURN,OCR
202505,699,100008453442,CORE CHURN,CMP
202502,613,100004154879,CORE CHURN,OCR
202503,559,100008404766,EARLY CHURN,CMP
202504,429,100003074102,EARLY CHURN,OCR
202503,33,1216975595,EARLY CHURN,CMP
202501,5,2102090348,EARLY CHURN,CMP
202505,0,1214919150,EARLY CHURN,CMP
202412,568,100007995843,EARLY CHURN,CMP
202412,584,100007623776,CORE CHURN,CMP
202505,20,100006264679,CORE CHURN,OCR
202502,568,100006777193,CORE CHURN,OCR
202504,569,100003534336,CORE CHURN,CMP
202502,7,100006926130,CORE CHURN,CMP
202503,654,100008336080,EARLY CHURN,CMP
202505,7,100008780840,EARLY CHURN,CMP
202503,1,100008910193,EARLY CHURN,OCR
202504,23,1216614298,CORE CHURN,OCR
202503,49,100008503546,EARLY CHURN,CMP
202504,441,100005955405,CORE CHURN,CMP
202412,0,100005838541,CORE CHURN,OCR
202501,416,100008204358,EARLY CHURN,CMP
202505,464,1554234656,EARLY CHURN,OCR
202505,565,100000814266,CORE CHURN,OCR
202501,0,100005128129,CORE CHURN,OCR
202503,679,100005106879,CORE CHURN,CMP
202501,1,100008154960,EARLY CHURN,OCR
202504,8,100007295717,CORE CHURN,CMP
202503,412,100008515183,EARLY CHURN,CMP
202505,635,100008556678,EARLY CHURN,CMP
202503,406,1483740246,CORE CHURN,OCR
202503,405,100004787219,CORE CHURN,CMP
202504,489,100008478371,EARLY CHURN,CMP
202503,12,L1572611784,EARLY CHURN,CMP
202501,0,100000382737,CORE CHURN,CMP
202504,0,100008698567,EARLY CHURN,OCR
202412,0,100003693134,CORE CHURN,OCR
202502,400,100002469152,EARLY CHURN,OCR
202503,496,100007127978,CORE CHURN,CMP
202504,0,100001305581,EARLY CHURN,CMP
202503,620,100008329589,EARLY CHURN,CMP
202505,21,100008416019,CORE CHURN,CMP
202505,431,100008551525,EARLY CHURN,CMP
202412,418,100007790025,CORE CHURN,CMP
202412,627,100006507537,CORE CHURN,CMP
202504,39,100008578817,EARLY CHURN,CMP
202504,2,100007224389,EARLY CHURN,CMP
202504,536,100008501813,EARLY CHURN,CMP
202504,3,100008715266,EARLY CHURN,CMP
202501,3,100008310179,EARLY CHURN,CMP
202504,497,100006778051,CORE CHURN,CMP
202504,1,100008609134,EARLY CHURN,CMP
202505,0,100005764776,CORE CHURN,OCR
202503,466,100008411692,EARLY CHURN,CMP
202504,32,100007840705,CORE CHURN,CMP
202503,1,100007199930,EARLY CHURN,CMP
202504,1,100008960671,EARLY CHURN,OCR
202505,588,100008689968,EARLY CHURN,CMP
202503,26,100006715544,CORE CHURN,CMP
202504,10,100008675952,EARLY CHURN,CMP
202505,0,100008762461,EARLY CHURN,CMP
202501,529,100008408572,EARLY CHURN,OCR
202504,2,100008668040,EARLY CHURN,CMP
202504,46,100006686244,CORE CHURN,OCR
202505,500,100008614221,EARLY CHURN,CMP
202505,550,100007778874,CORE CHURN,CMP
202505,522,L1425841717,CORE CHURN,OCR
202501,43,100008447329,EARLY CHURN,OCR
202505,403,100008195636,CORE CHURN,CMP
202504,519,100008441597,EARLY CHURN,CMP
202504,1,1216946462,EARLY CHURN,OCR
202504,697,100004960513,CORE CHURN,CMP
202504,611,100007774179,CORE CHURN,CMP
202502,441,100008262344,EARLY CHURN,CMP
202502,548,100007943519,CORE CHURN,CMP
202503,498,100008310996,EARLY CHURN,CMP
202502,483,100005386155,CORE CHURN,OCR
202504,656,100007204363,EARLY CHURN,CMP
202504,20,100007130163,CORE CHURN,OCR
202504,547,100008450063,EARLY CHURN,CMP
202501,29,100006937641,CORE CHURN,CMP
202504,33,100008459666,EARLY CHURN,CMP
202412,47,100007182126,CORE CHURN,CMP
202501,402,100000433488,CORE CHURN,OCR
202502,417,100007243959,CORE CHURN,OCR
202412,564,100005882108,CORE CHURN,CMP
202504,13,1426660533,EARLY CHURN,OCR
202505,42,100008805478,EARLY CHURN,CMP
202505,48,100008708794,EARLY CHURN,CMP
202503,36,100008526014,EARLY CHURN,CMP
202502,504,100005651582,CORE CHURN,OCR
202504,0,100008667402,EARLY CHURN,CMP
202505,24,100007384211,CORE CHURN,CMP
202502,1,100008401050,EARLY CHURN,CMP
202504,25,100008704202,EARLY CHURN,CMP
202412,540,100008098474,EARLY CHURN,CMP
202502,33,100007522022,EARLY CHURN,CMP
202504,48,100008512219,EARLY CHURN,OCR
202504,523,100008570310,EARLY CHURN,CMP
202503,491,100008146733,CORE CHURN,CMP
202505,550,100005010642,CORE CHURN,OCR
202503,417,100005547956,EARLY CHURN,CMP
202501,503,100001341011,CORE CHURN,OCR
202505,638,100008218851,CORE CHURN,OCR
202502,606,100008090923,CORE CHURN,CMP
202505,550,100008118569,CORE CHURN,CMP
202505,0,2103610248,EARLY CHURN,CMP
202504,531,100008163795,CORE CHURN,CMP
202503,49,100008284447,EARLY CHURN,CMP
202504,0,100005290493,CORE CHURN,OCR
202504,3,100002382808,EARLY CHURN,CMP
202412,452,100008501944,EARLY CHURN,OCR
202503,21,100003563672,CORE CHURN,CMP
202412,667,2103274574,CORE CHURN,OCR
202503,12,100008523425,EARLY CHURN,CMP
202501,429,100006683916,CORE CHURN,OCR
202505,474,100005862579,CORE CHURN,OCR
202505,599,100008711825,EARLY CHURN,CMP
202504,668,2103733609,CORE CHURN,CMP
202505,412,100005047896,CORE CHURN,CMP
202505,489,100008580822,EARLY CHURN,CMP
202502,526,100007931037,CORE CHURN,CMP
202504,406,1513313214,CORE CHURN,OCR
202504,447,100008563680,EARLY CHURN,CMP
202503,22,100008386905,EARLY CHURN,CMP
202505,0,100009092924,EARLY CHURN,OCR
202412,49,100001164622,CORE CHURN,OCR
202502,34,100007298518,CORE CHURN,OCR
202503,48,100008379702,EARLY CHURN,CMP
202504,558,100005965887,EARLY CHURN,CMP
202501,557,100006109761,CORE CHURN,OCR
202502,691,100007603521,CORE CHURN,OCR
202501,12,1523532631,CORE CHURN,OCR
202501,547,100002016263,CORE CHURN,OCR
202504,12,100008655957,EARLY CHURN,CMP
202502,39,100006245956,CORE CHURN,CMP
202502,3,1427636707,CORE CHURN,CMP
202502,660,100008165386,EARLY CHURN,CMP
202504,13,100004538826,EARLY CHURN,OCR
202412,577,100006786056,CORE CHURN,CMP
202505,7,L1442523434,CORE CHURN,CMP
202504,644,100006561002,CORE CHURN,OCR
202412,507,100005542396,CORE CHURN,CMP
202504,31,100008550525,EARLY CHURN,CMP
202505,581,100008342690,CORE CHURN,CMP
202505,2,100004906052,EARLY CHURN,OCR
202501,602,2102311248,CORE CHURN,CMP
202504,42,100008602496,EARLY CHURN,CMP
202504,520,100008259332,CORE CHURN,CMP
202504,578,100008636636,EARLY CHURN,CMP
202505,21,100008718354,EARLY CHURN,CMP
202505,2,2102482011,EARLY CHURN,CMP
202505,462,L2106154116,CORE CHURN,OCR
202502,8,100006580108,CORE CHURN,CMP
202505,698,100008495041,CORE CHURN,CMP
202505,517,100008701973,EARLY CHURN,CMP
202504,408,100007682202,CORE CHURN,CMP
202501,480,100008174222,EARLY CHURN,CMP
202504,1,100008637523,EARLY CHURN,CMP
202504,40,100007046777,EARLY CHURN,CMP
202505,40,100008764240,EARLY CHURN,CMP
202503,48,100006242060,CORE CHURN,CMP
202502,410,100008685625,EARLY CHURN,OCR
202504,0,100008681521,EARLY CHURN,CMP
202505,31,100008730132,EARLY CHURN,CMP
202504,30,100008587676,EARLY CHURN,CMP
202501,605,100002985085,CORE CHURN,OCR
202501,414,100008070183,EARLY CHURN,CMP
202501,6,100005759353,CORE CHURN,OCR
202505,485,100006963248,CORE CHURN,CMP
202504,33,100008630038,EARLY CHURN,CMP
202505,687,100008403124,CORE CHURN,CMP
202504,579,100008369946,EARLY CHURN,OCR
202501,426,1216638008,CORE CHURN,OCR
202504,466,100005807388,CORE CHURN,OCR
202505,559,100008541153,EARLY CHURN,CMP
202502,49,100008257995,EARLY CHURN,CMP
202412,33,100007210804,CORE CHURN,CMP
202412,18,100007326870,CORE CHURN,OCR
202505,42,100006737189,EARLY CHURN,CMP
202504,625,100008146415,CORE CHURN,CMP
202503,39,100008441255,EARLY CHURN,CMP
202412,26,1442635149,CORE CHURN,OCR
202504,0,100004688644,CORE CHURN,OCR
202505,567,100007940386,CORE CHURN,CMP
202501,610,100006623878,CORE CHURN,CMP
202504,655,100008585252,EARLY CHURN,CMP
202504,405,100008242114,CORE CHURN,CMP
202505,516,100008325581,CORE CHURN,CMP
202503,543,100008052270,CORE CHURN,OCR
202412,24,100008140716,EARLY CHURN,CMP
202503,681,100008049085,CORE CHURN,CMP
202504,607,100008627300,EARLY CHURN,OCR
202503,29,100000068512,EARLY CHURN,OCR
202505,489,100008563993,EARLY CHURN,CMP
202505,34,100007172979,CORE CHURN,OCR
202505,1,2101342510,EARLY CHURN,CMP
202503,450,100004022139,CORE CHURN,CMP
202504,34,100008661133,EARLY CHURN,CMP
202504,471,100005850529,CORE CHURN,CMP
202412,25,100008207950,EARLY CHURN,CMP
202504,559,100007607735,CORE CHURN,CMP
202503,595,100008488362,EARLY CHURN,CMP
202505,43,100005658572,CORE CHURN,OCR
202505,510,100008641207,EARLY CHURN,CMP
202505,1,100008180870,CORE CHURN,OCR
202505,642,100006968925,CORE CHURN,CMP
202505,626,100007490311,CORE CHURN,CMP
202504,29,100008624815,EARLY CHURN,CMP
202504,444,100005766455,CORE CHURN,CMP
202503,525,100008444193,EARLY CHURN,CMP
202503,0,100007610083,CORE CHURN,CMP
202505,3,100002514197,EARLY CHURN,OCR
202505,21,100003890600,CORE CHURN,OCR
202504,15,100008598613,EARLY CHURN,CMP
